adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/mNOB5JoW1imvdGrZ52RGZgJCop0.jpg,"[18, 16, 10749, 10752, 36]",378108,ja,この世界の片隅に,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",20.11,/9Z4H4M2F8OQTB04YC1Opds8MFBb.jpg,2016-11-12,In This Corner of the World,False,7.997,515
False,/dTL3unDQ9J3opvmjeSNC8MPUk5V.jpg,[18],2517,ja,誰も知らない,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",22.93,/kDUUdWrbBBVqzSmm27pHFJcTvCU.jpg,2004-08-07,Nobody Knows,False,8.0,446
False,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,"[10402, 18]",424694,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",58.478,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,2018-10-24,Bohemian Rhapsody,False,7.995,16066
False,/wmsePXV2z1b6ecXuKKrFbG0Q92P.jpg,[18],13223,en,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",25.518,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,2008-12-12,Gran Torino,False,7.995,10093
False,/keSpEdNRKB1MW3zLcpz2AxPWVBJ.jpg,"[28, 12, 16, 18, 10751, 14]",315465,ja,バケモノの子,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",25.462,/kzKJxfIdZ70nsPfKyq7hlYlJwSx.jpg,2015-07-11,The Boy and the Beast,False,7.994,1369
False,/t9T6jKk2TqDqzpWTCMSeMNjYcX7.jpg,"[18, 35, 10749]",18438,ko,김씨 표류기,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",11.746,/gGzovvmOEyNVUu4WEHtw9wfDsqI.jpg,2009-05-14,Castaway on the Moon,False,7.994,621
False,/2WgieNR1tGHlpJUsolbVzbUbE1O.jpg,"[10752, 28, 18]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",33.293,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,1917,False,7.992,11502
False,/u7kuUaySqXBVAtqEl9vkTkAzHV9.jpg,"[18, 35]",20453,hi,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",34.961,/66A9MqXOyVFCssoloscw79z8Tew.jpg,2009-12-23,3 Idiots,False,8.0,2183
False,/r7DuyYJ0N3cD8bRKsR5Ygq2P7oa.jpg,"[12, 28, 18]",980489,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,568.961,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09,Gran Turismo,False,7.99,1469
False,/1TPzecXAb5uCqmscA6WaQqKMmvV.jpg,[35],554596,es,No Manches Frida 2,Ex-con Zequi and company come back for a new adventure.,64.09,/rG7rDoTe1ZEa936eonDCkV76nkx.jpg,2019-03-15,No Manches Frida 2,False,7.99,817
False,/fNHCogWhABNAmzk0IFdzQP5XLYj.jpg,"[9648, 53, 18]",25376,es,El secreto de sus ojos,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",32.725,/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,2009-08-13,The Secret in Their Eyes,False,7.99,2325
False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,"[16, 18, 12, 14]",916224,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",139.077,/vIeu8WysZrTSFb2uhPViKjX9EcC.jpg,2022-11-11,Suzume,False,7.987,796
False,/OR8oloCZ3klJtB7Y0i8pSqWw5a.jpg,"[9648, 53, 12]",213,en,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",24.018,/8gvfRlVpcKaTVqipXpYOGWBN1aO.jpg,1959-07-08,North by Northwest,False,7.987,3783
False,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,"[10749, 18]",43949,en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",54.475,/6zDYFigohwncqFL00MKbFV01dWb.jpg,2010-08-06,Flipped,False,7.986,2703
False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",330.508,/5weKu49pzJCt06OPpjvT80efnQj.jpg,2021-12-15,Spider-Man: No Way Home,False,7.985,18534
False,/cIVB7BepeWUXqFF787uL3A7lOJb.jpg,"[10402, 18]",12104,en,Pink Floyd: The Wall,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,18.788,/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg,1982-07-14,Pink Floyd: The Wall,False,7.984,1369
False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,"[12, 18, 36, 10752]",947,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",38.627,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,Lawrence of Arabia,False,7.984,2725
False,/5dF4FNwM2qZIuF0WCUs5zvDGU2H.jpg,[18],7508,hi,तारे ज़मीन पर,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",36.626,/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,2007-12-21,Like Stars on Earth,False,7.982,1057
False,/h68ilwiTesb5wmDgy2mHYkVuOBP.jpg,"[35, 10752, 12, 28, 36, 10749]",961,en,The General,"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",15.561,/4NmV1Wei4LxT2lpjViCAScgCZLq.jpg,1926-12-25,The General,False,7.976,1100
False,/wb1hz8m3snCBN1wdF3SZxrdKgRH.jpg,"[53, 9648, 18]",488623,ko,기억의 밤,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",19.005,/cBgj41y1RvmW1zJCEX0uNWL0UjW.jpg,2017-11-29,Forgotten,False,7.974,938
False,/itcAHIwxKvSkFEVUsqSpOEIRwZy.jpg,"[28, 80, 53]",414419,en,Kill Bill: The Whole Bloody Affair,"An assassin is shot and almost killed by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.  Kill Bill: The Whole Bloody Affair is a complete edit of the two-part martial arts action films Kill Bill: Vol. 1 and Kill Bill: Vol. 2. The film was originally scheduled to be released as one part. However, due to the film's over 4 hour running time, it was split into two parts.",19.025,/dY9UpmPuIlof7yewacccw3NVJhT.jpg,2011-03-27,Kill Bill: The Whole Bloody Affair,False,7.973,917
False,/4gtktI4SGUpiHQlUvXO6zWm5G5P.jpg,"[10752, 18, 53]",15383,fr,L'Armée des ombres,"Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",11.409,/aqNZWM9bspt8zaDvVRIRiWxRVJ7.jpg,1969-09-10,Army of Shadows,False,7.973,565
False,/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg,"[18, 80]",640,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",70.552,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,2002-12-16,Catch Me If You Can,False,7.973,14546
False,/wb1hz8m3snCBN1wdF3SZxrdKgRH.jpg,"[53, 9648, 18]",488623,ko,기억의 밤,"Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",19.005,/cBgj41y1RvmW1zJCEX0uNWL0UjW.jpg,2017-11-29,Forgotten,False,7.974,938
False,/iB1tCWl4MKl6OO1kMBD5LxM5BmJ.jpg,"[14, 18, 9648]",14696,ja,雨月物語,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",15.647,/7Kk1ZsrAul2Lg7Pe45XOcUf2ARQ.jpg,1953-03-26,Ugetsu,False,7.969,509
False,/lVy5Zqcty2NfemqKYbVJfdg44rK.jpg,"[28, 80]",24,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",50.109,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,2003-10-10,Kill Bill: Vol. 1,False,7.971,16326
False,/dx3c5kdZUNDZujNv2XvHrqR3kMN.jpg,"[28, 12, 18, 36, 10752]",11658,ko,태극기 휘날리며,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",17.911,/vyG8qpimh3XSlxc6OmPq8LJRJl.jpg,2004-02-05,Tae Guk Gi: The Brotherhood of War,False,7.97,606
False,/sj5R5SGor3YMFBuabMj8gPbyBmh.jpg,"[12, 18, 37]",3090,en,The Treasure of the Sierra Madre,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",22.36,/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg,1948-01-15,The Treasure of the Sierra Madre,False,7.967,1085
False,/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg,"[16, 12, 10751, 35]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",116.572,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,Toy Story,False,7.971,17314
False,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,"[18, 10749]",76,en,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",39.994,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995-01-27,Before Sunrise,False,7.97,3774
False,/ft8WRF2xqEwwGWa59naDUybKTAx.jpg,"[18, 10752, 10749]",770,en,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,32.514,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,1939-12-15,Gone with the Wind,False,7.969,3737
False,/e9GbzPawXDFvLwSseCXpHkbCyAP.jpg,"[18, 80]",627,en,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",49.157,/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg,1996-02-23,Trainspotting,False,7.969,9093
False,/3cyjYtLWCBE1uvWINHFsFnE8LUK.jpg,"[12, 14, 16, 28, 10751, 10749]",10515,ja,天空の城ラピュタ,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,39.281,/41XxSsJc5OrulP0m7TrrUeO2hoz.jpg,1986-08-02,Castle in the Sky,False,7.968,3799
False,/cSbBSHHiy849SUhyTW6FX4Dbj43.jpg,"[18, 10749]",19542,en,The Red Shoes,"In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",14.371,/5NuMQd17KZx0lCxedJoIuFnt7li.jpg,1948-09-06,The Red Shoes,False,7.966,580
False,/v85FlkbMYKa5du1glm0YfYNsL2n.jpg,"[18, 10402, 10749]",776503,en,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",73.992,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,2021-08-11,CODA,False,7.964,1960
False,/gh1Rghpf3BIISHSAw9GsObG4TN3.jpg,"[18, 36]",714888,es,"Argentina, 1985","In the 1980s, a team of lawyers takes on the heads of Argentina's bloody military dictatorship in a battle against odds and a race against time.",24.802,/u0TFD4YFMfYtNSLxfbWq5cg0KIh.jpg,2022-09-29,"Argentina, 1985",False,7.962,522
False,/81LX4wktTXWEXjLNlkHTmJm7tRu.jpg,"[53, 80, 18]",1580,en,Rope,"Two men murder a man in cold blood for the thrill and invite his parents over for a celebration to prove they have committed the perfect crime, but they also have to deal with their former schoolmaster, who becomes suspicious.",19.426,/b26XeLSqZpC807rPvAvGgQM2c3c.jpg,1948-03-11,Rope,False,7.964,2423
False,/xhm7SfFI5ApWoqFVNnEnYxbIxJT.jpg,[35],38286,it,Tre uomini e una gamba,"Friends Aldo, Giovanni, and Giacomo travel from north to south for Giacomo's wedding, carrying a precious item: the father of the bride, a tyrannical rich man who is both their boss and father-in-law (also Aldo and Giovanni married his daughters), has entrusted them with a wooden leg, the work of a famous artist.",8.435,/2iVqgn6vnxDYqbRh7u15Q4XgG2M.jpg,1997-12-27,Three Men and a Leg,False,7.963,1972
False,/sdL37sfUBth7mdkAolI83bXAl7L.jpg,"[16, 878, 10751, 35]",482321,en,Ron's Gone Wrong,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",43.061,/2gq9sEE2iDRqKx8OiZP6mYSTq4.jpg,2021-10-14,Ron's Gone Wrong,False,7.959,1667
False,/aYD6bR1xs9OAK3lA5WHbvIX2gMN.jpg,"[18, 28, 12]",1059,ja,隠し砦の三悪人,"In feudal Japan, during a bloody war between clans, two cowardly and greedy peasants, soldiers of a defeated army, stumble upon a mysterious man who guides them to a fortress hidden in the mountains.",13.729,/1RTp3EZrKg7xj1HJK2x4Rqknnnu.jpg,1958-12-28,The Hidden Fortress,False,7.959,544
False,/kmmt99iuCEm8iX39yxfqKu5xHGj.jpg,"[18, 10749, 10752]",38360,ru,Летят журавли,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",21.958,/foXYOdXEJ0rvtTDo4LLnsUnvPLB.jpg,1957-10-12,The Cranes Are Flying,False,7.958,321
False,/jua8HIE1NaQp55rb4abecsQsSOm.jpg,"[10752, 18, 10749]",426618,en,Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",13.104,/omKzydOrom9kpdfQUE0G9Y9sPl0.jpg,2018-09-14,Where Hands Touch,False,7.957,494
False,/tvNuhRlpRozDgsX1zR9gQ2aHv1X.jpg,[18],1578,en,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",24.734,/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg,1980-11-14,Raging Bull,False,7.957,3929
False,/oGMomeS7bE43eN8SGJUaKvQnmud.jpg,[18],70,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",31.459,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,2004-12-15,Million Dollar Baby,False,7.956,8963
False,/sjM53bnHHdVP3FmJCkP1K1BKRpA.jpg,[35],160885,it,Tel chi el telùn,A comedy show.,4.422,/xzwvX79gzo6CuKE6VZCaPzp1ljg.jpg,1999-05-12,Tel chi el telùn,False,7.955,310
False,/mI7hfScSb8NAWC09viymxCzWZIq.jpg,"[35, 18, 14]",29264,es,El ángel exterminador,"After a lavish dinner party, the guests find themselves mysteriously unable to leave the room.",9.302,/dqaeUgLOWFbpEkEKzwAZgAcZMMO.jpg,1962-05-16,The Exterminating Angel,False,8.0,596
False,/ljJaDl3RdcNdSuQVa2ScdNZOF1L.jpg,"[18, 10402]",920394,tr,Babamın Kemanı,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",11.765,/bwvoSRyXRRqtpvoHYhySQk2U4EM.jpg,2022-01-21,My Father's Violin,False,7.954,315
False,/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg,"[16, 10751, 35, 14]",550205,en,Wish Dragon,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,41.445,/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg,2021-01-15,Wish Dragon,False,7.953,1182
False,/p7xReCSm4lSmStrQdHWVuLEdL2Q.jpg,"[18, 10749]",41050,it,La notte,A day in the life of an unfaithful married couple and their steadily deteriorating relationship in Milan.,9.022,/32Z0Vsrt9LGAiBBwTKR8L9B3ICa.jpg,1961-01-24,La Notte,False,7.953,604
False,/86l1gqKjhPn6Ypd8XSSIGx7ZikB.jpg,"[16, 18]",242828,ja,思い出のマーニー,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",24.732,/at7lShVfMdohEzC1VZYTZXY0hzP.jpg,2014-07-19,When Marnie Was There,False,7.952,1635
False,/z8125Gm4hadwQZOcFiZ7uor77E4.jpg,"[35, 878]",20803,ru,Иван Васильевич меняет профессию,"A scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to 16th century Moscow, while Tsar Ivan the Terrible travels to 1973.",9.369,/6f7vhvnma8sbO6821ShE5ViA3r8.jpg,1973-09-17,Ivan Vasilyevich Changes His Profession,False,7.952,304
False,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,"[16, 35, 10751, 12]",14160,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",104.812,/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,2009-05-28,Up,False,7.952,19040
False,/uHztAwe3iWDC5I0W1tDZ5fUtRRQ.jpg,"[18, 27, 53, 80]",234,de,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",15.52,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,1920-02-27,The Cabinet of Dr. Caligari,False,7.95,1408
False,/l2iY1AgqQ8dEa3FtWkN5TQ5aVbU.jpg,"[53, 9648]",1092,en,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",23.966,/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,1949-08-31,The Third Man,False,7.948,1697
False,/fK40VGYIm7hmKrLJ26fgPQU0qRG.jpg,"[16, 878, 28]",149,ja,AKIRA,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,44.114,/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,1988-07-16,Akira,False,7.9,3778
False,/A9IY3j3Hwf4Q8Q9w5QxSQPYSvCu.jpg,"[18, 9648, 10749]",110,fr,Trois couleurs : Rouge,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",21.905,/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,1994-05-12,Three Colors: Red,False,7.948,1243
False,/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg,"[18, 36]",76203,en,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",41.193,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,2013-10-18,12 Years a Slave,False,7.9,10690
False,/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,"[9648, 53, 18]",745,en,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",39.017,/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,1999-08-06,The Sixth Sense,False,7.946,10890
False,/9W250lyDDC3P9AgW5ZKGRj7R2Pv.jpg,"[18, 10751]",21334,fa,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes. School awaits.",15.907,/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg,1997-08-01,Children of Heaven,False,7.945,549
False,/yEbJs6ZLURFgAFvS8EeNrYovYHa.jpg,"[18, 53]",15244,fr,Un condamné à mort s'est échappé,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,10.215,/fIhfoHk9yZgRwkmSi1BwXYxqXzw.jpg,1956-11-11,A Man Escaped,False,7.945,465
False,/zlg0d4pnq1xDOU4cQxqGG8bX5l0.jpg,"[12, 18, 36, 53, 10752]",5925,en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",32.681,/gBH4H8UMFxl139HaLz6lRuvsel8.jpg,1963-07-03,The Great Escape,False,7.944,2312
False,/q5vgDhmDS4EoYWrk9f9nqYZGDOw.jpg,"[10749, 18, 10402]",28971,en,Limelight,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,12.335,/vwGcQS0pe4AXh0rfbhQ8RN23mw1.jpg,1952-10-23,Limelight,False,7.943,469
False,/xmLgdb0yDBXa7Dlo3aCzjhjCkuE.jpg,[18],10238,sv,Viskningar och rop,"As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy.",11.807,/a1bMgB09YDvvRN9SitCclUYragr.jpg,1972-12-21,Cries and Whispers,False,7.943,624
False,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,"[12, 878]",329,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",33.967,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,1993-06-11,Jurassic Park,False,7.943,15287
False,/jeC1kzwWnZTuXl7xF4E5D70BD8c.jpg,"[12, 878]",775,fr,Le Voyage dans la Lune,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",16.164,/9o0v5LLFk51nyTBHZSre6OB37n2.jpg,1902-04-17,A Trip to the Moon,False,7.942,1606
False,/hUzRPXBUHyJhpyGV0NfBDuadbgp.jpg,"[80, 18, 10749]",654,en,On the Waterfront,"A dim-witted yet kind-hearted boxer, Terry Malloy, who failed to succeed unintentionally lures a man to his death after being tricked by a criminal called Johnny Friendly whose men pick of every man who has the courage to speak up to their crimes. As he works on the waterfronts that Friendly owns, he is sent to a church meeting run by a good preacher about how to deal with the problem and runs into the dead man’s sister. Slowly, he falls in love with her and begins to feel guilt about his crime.",17.878,/fKjLZy9W8VxMOp5OoyWojmLVCQw.jpg,1954-06-22,On the Waterfront,False,7.941,1427
False,/1EfLDlkrcgSUgxVT56T9PGUGs5N.jpg,[16],20722,ja,つみきのいえ,La Maison en Petits Cubes tells the story of a grandfather's memories as he adds more blocks to his house to stem the flooding waters.,7.895,/kNGiHnbAToF1iIkN2kOTCEEXtAc.jpg,2008-06-10,La Maison en Petits Cubes,False,7.939,409
